transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,pre_discount_total_price,grand_total_price,payment_method,employee_id,credit_card_number,credit_card_type
4425,63,683,2022-05-26,67,"6,072.03",,406826.01,406826.01,credit card,584,201759204254237,diners-club-enroute
4426,18,1712,2022-06-17,28,"8,098.12",,226747.36,226747.36,check,326,,
4427,174,8216,2023-04-01,66,"1,153.96",,76161.36,76161.36,credit card,241,3548722479425169,jcb
4428,241,4629,2023-07-14,42,"7,885.00",,331170,331170,cash,771,,
4429,335,4840,2022-10-15,18,"4,032.81",,72590.58,72590.58,credit card,134,676319238237594568,maestro
4430,809,82,2022-02-27,5,"9,924.99",0.80,49624.95,39699.96,credit card,64,3567804875737540,jcb
4431,15,4128,2022-07-20,38,"2,594.81",,98602.78,98602.78,cash,346,,
4432,621,7426,2022-06-27,14,"4,890.90",0.86,68472.6,58886.436,credit card,508,50207322806968800,maestro
4433,810,7425,2023-05-31,62,"3,764.31",,233387.22,233387.22,check,415,,
4434,585,6048,2023-10-04,48,"7,214.95",,346317.6,346317.6,credit card,387,3558156351905237,jcb
4435,1000,4354,2023-12-13,47,"3,061.44",,143887.68,143887.68,credit card,178,4628881423124731,visa
4436,354,1222,2023-01-20,96,"2,235.03",,214562.88,214562.88,cash,563,,
4437,708,7657,2023-02-11,15,"5,740.34",0.18,86105.1,15498.918,credit card,668,3531165184621707,instapayment
4438,978,7721,2022-05-04,18,"8,682.81",,156290.58,156290.58,credit card,128,3582622717643648,china-unionpay
4439,212,2899,2023-12-08,9,"2,031.08",0.12,18279.72,2193.5664,cash,724,,
4440,135,9047,2023-07-08,85,"1,105.68",,93982.8,93982.8,cash,30,,
4441,62,2703,2023-03-31,75,"5,094.97",,382122.75,382122.75,credit card,164,3588729935513372,jcb
4442,485,1562,2023-01-28,49,"1,337.69",,65546.81,65546.81,credit card,750,6383094217170718,instapayment
4443,115,8896,2023-05-02,84,144.50,,12138,12138,credit card,134,3554319532784954,jcb
4444,73,5474,2022-04-21,68,"6,881.98",,467974.64,467974.64,cash,896,,
4445,278,1448,2023-09-04,34,"3,052.38",0.57,103780.92,59155.1244,check,295,,
4446,811,2367,2022-06-08,60,"6,449.61",,386976.6,386976.6,credit card,213,3546979975622986,jcb
4447,756,3721,2023-01-05,70,"4,063.40",,284438,284438,credit card,485,3541755734765489,visa-electron
4448,95,8359,2022-02-23,79,"9,117.98",0.04,720320.42,28812.8168,cash,485,,
4449,796,1603,2022-12-28,90,"4,744.69",,427022.1,427022.1,cash,559,,
4450,406,9653,2022-06-17,57,"5,750.38",0.23,327771.66,75387.4818,credit card,129,3572840436359278,jcb
4451,267,4169,2022-06-24,24,"8,425.72",,202217.28,202217.28,credit card,780,201631625159669,diners-club-enroute
4452,133,2564,2022-09-29,50,"3,608.80",,180440,180440,credit card,400,561081871858730192,china-unionpay
4453,432,6017,2023-11-20,40,"4,335.81",,173432.4,173432.4,cash,959,,
4454,961,7008,2022-09-14,90,"1,903.96",,171356.4,171356.4,check,953,,
4455,464,8006,2022-10-16,22,"1,839.96",,40479.12,40479.12,credit card,995,3582278265706566,jcb
4456,974,327,2023-03-13,52,"1,835.29",,95435.08,95435.08,credit card,425,56022261364101430,china-unionpay
4457,675,8916,2022-07-21,20,"2,987.30",0.49,59746,29275.54,cash,447,,
4458,655,9019,2022-01-04,1,"7,543.88",0.72,7543.88,5431.5936,credit card,382,50388107895078467,maestro
4459,495,8979,2023-11-01,37,"8,438.33",,312218.21,312218.21,credit card,713,36925056624170,diners-club-enroute
4460,144,1679,2023-04-05,95,"8,957.55",0.95,850967.25,808418.8875,cash,990,,
4461,424,4286,2022-06-23,81,295.63,,23946.03,23946.03,cash,559,,
4462,13,6979,2023-07-09,71,"1,998.57",0.41,141898.47,58178.3727,credit card,324,3583234471787535,instapayment
4463,874,5238,2023-03-10,30,217.96,,6538.8,6538.8,cash,472,,
4464,559,6347,2023-05-17,47,"3,020.33",0.93,141955.51,132018.6243,credit card,209,3539016043063619,jcb
4465,160,7062,2022-07-02,3,"1,147.13",,3441.39,3441.39,cash,342,,
4466,733,6124,2022-01-06,32,"6,404.35",0.99,204939.2,202889.808,cash,608,,
4467,214,554,2022-08-18,87,"3,284.55",0.03,285755.85,8572.6755,credit card,463,633399453406688380,switch
4468,498,4325,2022-07-06,96,"8,247.44",0.79,791754.24,625485.8496,cash,984,,
4469,954,561,2022-02-21,53,662.44,0.61,35109.32,21416.6852,check,960,,
4470,702,5703,2022-04-19,92,"9,557.84",,879321.28,879321.28,cash,62,,
4471,107,2334,2023-01-23,65,"8,320.17",0.22,540811.05,118978.431,credit card,617,3540565979939017,jcb
4472,894,3664,2023-10-06,52,"7,711.60",,401003.2,401003.2,credit card,360,5410684646880306,visa-electron
4473,478,3580,2023-09-26,73,"9,463.34",,690823.82,690823.82,credit card,153,3536028745275931,jcb
4474,135,390,2022-10-29,43,"9,375.01",0.10,403125.43,40312.543,cash,702,,
4475,305,6032,2022-06-17,72,"5,550.06",,399604.32,399604.32,credit card,448,4884836411465,visa
4476,52,3248,2022-02-15,68,"4,604.53",,313108.04,313108.04,credit card,96,560221381119254423,mastercard
4477,399,2729,2022-09-23,12,"6,864.96",,82379.52,82379.52,credit card,821,3587202066783439,diners-club-enroute
4478,460,1969,2023-09-30,91,"4,327.84",,393833.44,393833.44,credit card,579,3567828287881273,jcb
4479,491,9218,2023-07-07,64,"3,693.05",,236355.2,236355.2,credit card,232,5602225338283322,china-unionpay
4480,717,8128,2023-08-12,16,123.55,0.83,1976.8,1640.744,cash,477,,
4481,933,7509,2022-12-06,26,357.35,0.25,9291.1,2322.775,credit card,629,6333572639065795165,switch
4482,316,5352,2023-11-07,67,"8,901.39",0.70,596393.13,417475.191,cash,232,,
4483,882,6681,2022-03-26,16,"1,775.49",,28407.84,28407.84,credit card,243,4405262177443610,mastercard
4484,997,3014,2023-09-16,27,"1,492.23",,40290.21,40290.21,credit card,442,374622473839024,americanexpress
4485,925,8482,2022-02-05,95,"5,302.38",0.62,503726.1,312310.182,cash,375,,
4486,6,8569,2023-09-05,18,995.56,0.51,17920.08,9139.2408,check,816,,
4487,595,8137,2022-08-25,34,"3,636.55",,123642.7,123642.7,cash,790,,
4488,80,1267,2022-01-06,58,"9,405.30",,545507.4,545507.4,credit card,455,3574820125331786,jcb
4489,459,4034,2022-03-01,45,"2,782.26",,125201.7,125201.7,credit card,354,6386328190154746,diners-club-international
4490,277,5447,2023-04-11,83,"6,268.35",,520273.05,520273.05,cash,699,,
4491,365,7370,2023-11-30,73,"8,587.42",0.61,626881.66,382397.8126,credit card,764,5602247939619159,bankcard
4492,395,7639,2022-07-15,88,"7,466.48",,657050.24,657050.24,credit card,981,201571757110306,diners-club-international
4493,43,8877,2022-02-13,43,"9,275.95",0.12,398865.85,47863.902,credit card,622,3582006971270308,jcb
4494,339,92,2022-10-05,25,"5,054.81",0.34,126370.25,42965.885,cash,743,,
4495,341,864,2022-11-04,98,"2,601.79",0.94,254975.42,239676.8948,check,214,,
4496,596,2463,2022-06-13,13,"9,412.54",,122363.02,122363.02,credit card,35,3560637703848403,jcb
4497,913,2375,2023-03-07,3,"8,103.15",0.03,24309.45,729.2835,credit card,300,5602231695599300,bankcard
4498,289,3097,2022-03-21,28,"2,638.53",0.96,73878.84,70923.6864,credit card,522,670937052308193670,laser
4499,530,4822,2023-06-12,27,"7,411.58",,200112.66,200112.66,cash,263,,
4500,691,2101,2023-04-19,40,"1,299.42",,51976.8,51976.8,credit card,7,6759342078282265857,switch
4501,843,7201,2022-06-11,41,"5,364.75",0.92,219954.75,202358.37,credit card,597,4903963211935845,switch
4502,119,9173,2022-11-16,57,"3,745.09",,213470.13,213470.13,credit card,471,633110315365648135,laser
4503,388,4468,2022-04-19,65,"8,446.82",,549043.3,549043.3,cash,336,,
4504,777,5074,2023-03-14,94,"7,045.95",0.19,662319.3,125840.667,credit card,964,374077317818900,bankcard
4505,706,6612,2023-03-30,36,"4,211.29",,151606.44,151606.44,credit card,279,5602252200665686241,china-unionpay
4506,684,7159,2022-11-22,57,"4,756.03",,271093.71,271093.71,credit card,318,560223824175873477,china-unionpay
4507,620,7217,2023-02-18,75,"7,678.62",0.69,575896.5,397368.585,credit card,194,3536710888937779,jcb
4508,661,2208,2023-06-06,76,"9,478.29",,720350.04,720350.04,credit card,594,3563245079367540,solo
4509,838,4798,2022-12-17,41,"2,471.38",0.56,101326.58,56742.8848,credit card,627,3528225981413206,jcb
4510,983,8317,2023-09-07,83,"9,088.99",,754386.17,754386.17,credit card,169,5602239219452930,china-unionpay
4511,878,4627,2022-08-30,5,"1,667.33",,8336.65,8336.65,cash,795,,
4512,172,4001,2022-03-08,74,"7,360.93",0.53,544708.82,288695.6746,credit card,282,630400134517296973,laser
4513,565,2153,2022-03-03,1,"8,396.29",,8396.29,8396.29,credit card,815,4041598071488,instapayment
4514,961,6251,2023-08-16,68,"7,011.16",0.90,476758.88,429082.992,cash,330,,
4515,232,768,2022-07-15,43,"7,117.65",,306058.95,306058.95,credit card,368,490506332866669384,diners-club-international
4516,964,4928,2023-12-30,87,"5,776.01",0.78,502512.87,391960.0386,cash,156,,
4517,97,6744,2022-12-10,62,"1,515.90",0.16,93985.8,15037.728,cash,772,,
4518,610,2371,2022-07-15,98,"8,320.17",,815376.66,815376.66,cash,260,,
4519,668,5940,2023-10-28,7,"6,802.12",,47614.84,47614.84,credit card,337,3535372482756633,jcb
4520,9,6290,2023-06-01,89,"8,072.24",0.62,718429.36,445426.2032,credit card,482,5108758513390685,mastercard
4521,178,5347,2023-04-28,33,"8,954.51",0.74,295498.83,218669.1342,cash,257,,
4522,540,9696,2023-12-14,38,"8,617.40",,327461.2,327461.2,credit card,65,3543205329209061,jcb
4523,854,5262,2023-03-21,18,"7,508.93",,135160.74,135160.74,cash,981,,
4524,15,8394,2023-12-11,67,"2,780.72",0.70,186308.24,130415.768,credit card,492,6390813019669291,instapayment
4525,748,8629,2023-12-07,58,"5,284.96",,306527.68,306527.68,credit card,871,372301086888791,americanexpress
4526,538,5677,2023-02-17,91,553.25,0.40,50345.75,20138.3,credit card,590,4508726187905087,visa-electron
4527,904,5249,2023-07-22,39,"2,108.73",,82240.47,82240.47,credit card,776,6762556626115907,maestro
4528,152,4922,2023-01-16,59,"9,879.69",0.56,582901.71,326424.9576,credit card,606,6709901648926962,laser
4529,707,7103,2023-08-27,55,"5,803.61",0.18,319198.55,57455.739,credit card,170,5358041005753117,mastercard
4530,487,4121,2022-05-18,17,"6,540.27",,111184.59,111184.59,credit card,481,3528899299929366,jcb
4531,169,1822,2023-08-10,53,512.56,,27165.68,27165.68,cash,374,,
4532,983,2887,2022-01-31,68,"1,690.30",0.44,114940.4,50573.776,cash,976,,
4533,484,8994,2022-08-27,42,"7,974.72",0.08,334938.24,26795.0592,check,857,,
4534,481,192,2022-11-15,40,"7,595.85",,303834,303834,credit card,533,4041595260316494,diners-club-us-ca
4535,370,7768,2022-03-05,38,"6,372.58",0.62,242158.04,150137.9848,credit card,101,4041379925599566,visa
4536,740,5972,2022-06-12,13,"9,641.83",0.31,125343.79,38856.5749,credit card,508,4903597790186049371,switch
4537,528,4002,2023-11-13,21,"2,112.74",,44367.54,44367.54,cash,310,,
4538,443,3435,2023-06-03,93,"5,653.46",,525771.78,525771.78,cash,310,,
4539,389,2166,2023-01-09,82,"1,018.53",0.28,83519.46,23385.4488,credit card,658,3555343837745352,jcb
4540,378,2814,2023-08-01,8,"5,489.02",0.45,43912.16,19760.472,credit card,781,3549996869676495,diners-club-carte-blanche
4541,436,5358,2022-10-11,88,"1,295.91",,114040.08,114040.08,credit card,283,201957421596188,diners-club-enroute
4542,875,7823,2022-01-20,41,"4,431.21",,181679.61,181679.61,credit card,233,3534586623984496,mastercard
4543,285,195,2023-05-25,34,"5,640.74",,191785.16,191785.16,check,447,,
4544,37,2174,2022-09-14,65,"5,454.41",,354536.65,354536.65,credit card,820,340006229965757,laser
4545,855,5865,2023-06-25,100,"2,625.78",0.39,262578,102405.42,credit card,743,374622672588588,americanexpress
4546,830,4093,2022-05-22,84,"3,104.09",0.25,260743.56,65185.89,credit card,340,3549389609682926,visa-electron
4547,123,3306,2023-09-30,91,"4,602.30",,418809.3,418809.3,credit card,551,3561129408333179,jcb
4548,692,2178,2022-05-28,56,"4,945.57",,276951.92,276951.92,check,278,,
4549,969,7427,2022-04-18,41,"8,017.89",0.90,328733.49,295860.141,credit card,218,501894241693973568,solo
4550,50,1304,2023-03-14,44,"6,034.06",,265498.64,265498.64,cash,450,,
4551,714,6694,2022-11-08,32,"1,398.16",0.58,44741.12,25949.8496,credit card,959,4169299045244,visa
4552,757,2969,2023-08-15,76,"2,144.99",,163019.24,163019.24,credit card,390,5483135197357782,bankcard
4553,667,1697,2023-12-10,91,"2,996.29",,272662.39,272662.39,credit card,887,3565213370125460,jcb
4554,149,9743,2023-08-02,74,"9,499.54",,702965.96,702965.96,credit card,748,30322144190081,diners-club-carte-blanche
4555,202,6362,2022-12-20,91,"3,494.58",,318006.78,318006.78,credit card,55,3532450091853802,jcb
4556,338,470,2023-01-23,76,"7,075.07",,537705.32,537705.32,credit card,21,3546134170500419,jcb
4557,710,5776,2023-09-18,93,"2,530.08",,235297.44,235297.44,credit card,963,675928495293552097,diners-club-us-ca
4558,429,1670,2022-05-15,100,"7,852.67",,785267,785267,credit card,709,3579128217580392,jcb
4559,143,2717,2023-08-13,36,"2,125.36",0.17,76512.96,13007.2032,credit card,739,3577019634771361,jcb
4560,190,8847,2022-10-06,31,"5,431.52",,168377.12,168377.12,cash,214,,
4561,903,4239,2023-11-24,74,"3,271.26",0.60,242073.24,145243.944,credit card,548,3583739838834762,jcb
4562,752,8356,2022-01-24,28,"2,388.42",0.01,66875.76,668.7576,credit card,806,5516921566799063,mastercard
4563,992,6233,2022-02-14,45,"2,633.08",,118488.6,118488.6,credit card,813,5100172330373957,mastercard
4564,803,3229,2022-12-16,6,"7,252.07",,43512.42,43512.42,credit card,936,3531381678229945,jcb
4565,339,7560,2022-11-15,97,"2,152.46",,208788.62,208788.62,credit card,234,3563650001403323,jcb
4566,420,9441,2023-08-25,38,"6,502.05",,247077.9,247077.9,credit card,715,3545069009850133,jcb
4567,370,3945,2023-11-04,57,67.76,,3862.32,3862.32,credit card,403,3582175721142198,jcb
4568,55,9693,2023-04-13,98,"4,697.22",0.55,460327.56,253180.158,credit card,116,4508578289175352,visa-electron
4569,3,6803,2022-01-09,17,"5,767.45",,98046.65,98046.65,check,244,,
4570,200,8073,2022-05-17,64,"8,267.39",,529112.96,529112.96,credit card,549,5038222722712184,maestro
4571,211,3919,2022-04-13,59,"3,945.02",,232756.18,232756.18,credit card,290,342953226208541,americanexpress
4572,726,8038,2023-11-12,96,"2,637.06",,253157.76,253157.76,credit card,636,30242926093537,diners-club-carte-blanche
4573,153,3055,2023-12-16,87,"7,981.53",,694393.11,694393.11,cash,751,,
4574,567,5824,2022-09-06,39,"8,941.13",,348704.07,348704.07,cash,228,,
4575,531,7098,2022-07-26,75,"7,191.70",0.61,539377.5,329020.275,credit card,963,5100179127321099,americanexpress
4576,439,8874,2022-07-10,99,"3,204.53",0.54,317248.47,171314.1738,credit card,721,3534329727674139,jcb
4577,708,1061,2022-05-02,55,"4,619.67",0.50,254081.85,127040.925,check,363,,
4578,9,9534,2023-06-14,53,"5,248.53",,278172.09,278172.09,credit card,233,5602238878515755,bankcard
4579,342,9647,2023-08-19,94,"9,365.20",0.24,880328.8,211278.912,check,113,,
4580,490,876,2023-02-23,17,"9,466.32",,160927.44,160927.44,credit card,981,3538775673552115,jcb
4581,413,7528,2023-05-12,21,"2,581.08",1.00,54202.68,54202.68,credit card,427,347191356943711,americanexpress
4582,404,6008,2022-03-26,67,"3,119.27",,208991.09,208991.09,cash,874,,
4583,430,774,2023-03-04,92,"4,640.73",0.23,426947.16,98197.8468,credit card,41,3553034068878820,jcb
4584,373,463,2023-05-05,39,"9,752.23",0.59,380336.97,224398.8123,credit card,472,30277059664811,jcb
4585,905,7873,2022-07-18,46,"4,475.50",,205873,205873,cash,967,,
4586,406,456,2022-07-27,47,"8,838.29",,415399.63,415399.63,credit card,669,3586088111943743,jcb
4587,259,9546,2022-10-25,69,"5,572.10",0.10,384474.9,38447.49,credit card,202,4405006849440557,visa-electron
4588,178,8029,2022-07-10,26,"5,799.19",,150778.94,150778.94,credit card,305,3542797857088009,jcb
4589,593,9418,2022-05-22,15,"4,882.84",0.59,73242.6,43213.134,credit card,542,5100178274571738,mastercard
4590,129,6155,2022-04-14,97,"2,032.44",0.27,197146.68,53229.6036,credit card,591,4913104709354086,visa-electron
4591,643,9982,2022-02-28,47,"9,064.51",,426031.97,426031.97,credit card,626,6331102018776289144,switch
4592,853,9498,2023-07-04,39,"6,252.86",0.28,243861.54,68281.2312,credit card,705,3570381416308722,jcb
4593,200,2779,2022-01-15,67,"8,271.96",,554221.32,554221.32,cash,275,,
4594,902,6867,2022-01-05,82,"4,435.77",0.23,363733.14,83658.6222,cash,766,,
4595,686,9745,2022-03-13,52,"7,467.39",0.93,388304.28,361122.9804,check,545,,
4596,762,9112,2023-10-01,77,210.95,,16243.15,16243.15,credit card,922,3544767380331620,visa-electron
4597,548,8416,2023-09-10,3,"3,224.70",0.41,9674.1,3966.381,credit card,615,201515407225550,diners-club-enroute
4598,658,6572,2023-08-15,33,"4,720.34",0.06,155771.22,9346.2732,cash,653,,
4599,683,2663,2022-05-03,43,"2,099.73",,90288.39,90288.39,credit card,897,6331105198109773,switch
4600,352,8476,2022-11-29,78,"7,662.87",,597703.86,597703.86,credit card,78,630462876048837965,instapayment
4601,41,4040,2023-12-10,27,"8,278.62",,223522.74,223522.74,credit card,146,5602236461533201,bankcard
4602,599,1115,2022-12-06,65,391.38,,25439.7,25439.7,credit card,853,3565267742832559,jcb
4603,529,5931,2023-10-07,91,"4,790.87",0.31,435969.17,135150.4427,cash,742,,
4604,6,5108,2022-10-14,2,"7,336.37",,14672.74,14672.74,credit card,842,5592621072729490,diners-club-us-ca
4605,189,5718,2023-07-23,23,424.94,,9773.62,9773.62,credit card,885,3560680382648744,diners-club-carte-blanche
4606,431,2137,2023-08-26,21,"1,555.78",,32671.38,32671.38,cash,507,,
4607,684,1358,2023-12-23,5,"2,735.85",,13679.25,13679.25,credit card,824,560221032608211123,china-unionpay
4608,672,8720,2023-09-01,65,"3,532.91",,229639.15,229639.15,cash,843,,
4609,608,9322,2023-04-03,77,"5,764.03",,443830.31,443830.31,credit card,99,3545508921125736,jcb
4610,45,104,2022-10-21,1,"4,215.57",,4215.57,4215.57,credit card,627,63040548186144828,diners-club-international
4611,793,1195,2022-12-04,41,"3,163.51",,129703.91,129703.91,credit card,658,3566495460781331,jcb
4612,952,8754,2023-05-01,89,"8,661.77",,770897.53,770897.53,credit card,806,3562402519958153,jcb
4613,426,2773,2022-09-23,40,522.13,0.31,20885.2,6474.412,credit card,572,379296871929045,americanexpress
4614,195,9042,2022-06-05,38,717.40,0.80,27261.2,21808.96,credit card,851,5602232851438895,bankcard
4615,862,8891,2023-06-22,46,"6,035.36",,277626.56,277626.56,credit card,539,3549162120850235,jcb
4616,129,5385,2023-09-17,87,"5,739.47",,499333.89,499333.89,credit card,760,3544148088638865,jcb
4617,656,1067,2022-02-01,31,"6,936.60",,215034.6,215034.6,credit card,679,06044062103767526,maestro
4618,143,4629,2023-08-14,44,"9,549.46",,420176.24,420176.24,credit card,802,374288352334790,americanexpress
4619,785,1769,2023-05-22,49,731.86,,35861.14,35861.14,credit card,831,3581774827893299,jcb
4620,193,6724,2022-09-26,54,"8,124.20",,438706.8,438706.8,credit card,65,5048379419728721,mastercard
4621,155,8041,2022-04-19,80,"9,530.76",,762460.8,762460.8,cash,352,,
4622,886,6170,2023-02-28,52,"7,169.61",,372819.72,372819.72,credit card,688,5348367584201092,mastercard
4623,535,7954,2023-05-11,72,"6,420.49",0.13,462275.28,60095.7864,check,732,,
4624,192,6753,2023-09-09,3,"7,968.61",,23905.83,23905.83,credit card,639,5353432744534923,mastercard
4625,541,5462,2023-01-20,68,781.42,0.51,53136.56,27099.6456,credit card,210,5469903503774612,mastercard
4626,515,2156,2022-06-13,46,"7,673.71",0.50,352990.66,176495.33,cash,795,,
4627,659,8157,2023-09-17,68,"5,514.10",0.69,374958.8,258721.572,credit card,468,4508948832102361,visa-electron
4628,630,5056,2023-10-06,61,"9,373.14",,571761.54,571761.54,cash,521,,
4629,804,8598,2023-04-15,94,"7,914.48",,743961.12,743961.12,check,721,,
4630,739,4320,2022-01-08,63,"1,165.75",,73442.25,73442.25,credit card,284,6759703212539206397,maestro
4631,878,6013,2022-12-07,12,"3,507.97",,42095.64,42095.64,cash,536,,
4632,865,2876,2022-07-06,3,"8,634.78",,25904.34,25904.34,check,814,,
4633,584,1107,2023-07-03,92,"2,125.93",0.36,195585.56,70410.8016,credit card,243,5020016968921433390,maestro
4634,345,3796,2023-09-03,19,"8,000.57",,152010.83,152010.83,credit card,22,374288386676950,americanexpress
4635,97,2153,2022-08-25,74,"6,120.47",0.43,452914.78,194753.3554,cash,163,,
4636,794,7457,2023-02-11,11,550.20,0.09,6052.2,544.698,credit card,152,5566439613550164,diners-club-us-ca
4637,323,9211,2022-09-26,44,624.98,,27499.12,27499.12,credit card,169,5010125798346229,mastercard
4638,848,1206,2023-01-19,87,"9,366.12",,814852.44,814852.44,credit card,264,4041592036774510,visa
4639,921,8417,2022-03-26,8,"7,552.46",,60419.68,60419.68,credit card,660,676725900213713854,solo
4640,746,2882,2023-11-25,52,"3,711.75",,193011,193011,credit card,42,30066538012357,americanexpress
4641,602,170,2023-03-30,84,"7,995.14",,671591.76,671591.76,credit card,254,374622310972244,diners-club-international
4642,205,3140,2023-06-03,35,"7,258.12",0.04,254034.2,10161.368,credit card,642,201841430369011,diners-club-enroute
4643,465,4375,2023-09-12,55,375.80,0.29,20669,5994.01,credit card,685,3581754679445430,jcb
4644,5,5931,2023-03-15,66,"6,188.51",0.47,408441.66,191967.5802,credit card,834,3565732271866740,china-unionpay
4645,218,104,2022-05-17,46,"6,791.10",,312390.6,312390.6,credit card,342,3547024993705908,jcb
4646,504,348,2022-05-27,68,"1,387.82",0.55,94371.76,51904.468,credit card,280,3563377638213921,jcb
4647,73,4312,2022-01-29,50,"6,147.55",,307377.5,307377.5,credit card,748,5602259340550311,jcb
4648,455,4632,2022-12-18,86,901.78,,77553.08,77553.08,credit card,611,6763994511935794710,maestro
4649,296,786,2023-05-22,51,"4,257.19",,217116.69,217116.69,cash,382,,
4650,63,5982,2023-04-07,71,"5,293.69",0.64,375851.99,240545.2736,credit card,842,3534951952866245,jcb
4651,310,32,2023-05-10,26,"3,744.20",,97349.2,97349.2,check,468,,
4652,814,506,2022-12-09,91,"9,762.34",0.52,888372.94,461953.9288,credit card,988,3575272370308730,jcb
4653,544,8114,2023-10-01,100,"8,056.39",,805639,805639,credit card,620,3532272568924712,solo
4654,667,1332,2023-01-15,77,"1,512.77",,116483.29,116483.29,credit card,982,4508668224186190,visa-electron
4655,43,8566,2023-01-05,97,"6,986.06",,677647.82,677647.82,credit card,201,3543630336063666,jcb
4656,189,5304,2022-07-30,6,"8,036.53",0.03,48219.18,1446.5754,credit card,676,5108751927794170,diners-club-us-ca
4657,22,3596,2023-11-09,15,"6,667.15",0.91,100007.25,91006.5975,credit card,264,4936776928932473015,switch
4658,623,4315,2022-05-02,53,"3,198.76",,169534.28,169534.28,credit card,970,3573711722133678,switch
4659,741,8677,2022-07-09,29,"7,721.22",0.32,223915.38,71652.9216,credit card,643,493624109152058659,switch
4660,258,2683,2023-07-13,40,"5,093.03",,203721.2,203721.2,check,668,,
4661,642,5516,2022-01-18,79,"8,294.65",,655277.35,655277.35,cash,790,,
4662,732,9999,2022-06-09,87,"5,213.22",,453550.14,453550.14,check,223,,
4663,941,3959,2022-09-03,59,"9,277.26",0.84,547358.34,459781.0056,cash,955,,
4664,576,3957,2022-11-04,97,"9,885.81",0.64,958923.57,613711.0848,credit card,79,3575235385572699,jcb
4665,672,3390,2022-05-23,93,"3,661.87",,340553.91,340553.91,credit card,266,3529632500969809,americanexpress
4666,971,8300,2023-12-06,88,"6,751.91",0.42,594168.08,249550.5936,credit card,121,3570605951313436,jcb
4667,139,1243,2023-12-28,94,"7,887.85",,741457.9,741457.9,cash,742,,
4668,974,5503,2022-11-19,57,"7,554.10",0.34,430583.7,146398.458,check,999,,
4669,816,2685,2023-01-24,91,61.00,0.39,5551,2164.89,cash,722,,
4670,361,3450,2022-09-07,46,"4,067.92",,187124.32,187124.32,check,724,,
4671,977,7727,2022-11-24,36,"6,145.90",,221252.4,221252.4,credit card,956,6759605784450566750,mastercard
4672,585,7092,2023-07-27,46,"1,096.95",,50459.7,50459.7,credit card,193,3558317571961018,visa
4673,89,4040,2022-06-10,55,"5,900.11",0.29,324506.05,94106.7545,credit card,664,67633607040557114,maestro
4674,560,9751,2022-03-22,87,"8,680.93",,755240.91,755240.91,cash,992,,
4675,650,33,2022-06-09,44,267.90,,11787.6,11787.6,credit card,438,3538966314973121,jcb
4676,765,879,2023-09-14,73,"2,565.32",0.99,187268.36,185395.6764,credit card,116,491143459005057580,switch
4677,43,2158,2023-10-13,17,"2,972.77",,50537.09,50537.09,credit card,253,3582405114395826,jcb
4678,880,2928,2023-09-07,8,"1,114.90",0.60,8919.2,5351.52,credit card,650,4041374499747,solo
4679,459,3593,2023-09-24,72,"8,301.93",,597738.96,597738.96,cash,309,,
4680,187,4697,2023-02-13,25,401.42,,10035.5,10035.5,credit card,540,3575483357140356,jcb
4681,147,449,2023-04-24,12,"2,658.51",,31902.12,31902.12,cash,574,,
4682,80,9441,2023-04-24,37,"3,888.61",0.94,143878.57,135245.8558,cash,112,,
4683,589,3256,2023-11-12,28,"3,894.64",0.60,109049.92,65429.952,check,917,,
4684,125,4654,2023-06-25,38,"7,829.90",0.57,297536.2,169595.634,cash,972,,
4685,447,3231,2022-01-22,75,558.74,0.32,41905.5,13409.76,check,669,,
4686,592,2529,2022-06-20,62,"7,191.39",,445866.18,445866.18,credit card,804,3584900039903462,jcb
4687,393,6556,2022-06-11,8,"8,766.77",,70134.16,70134.16,credit card,347,3545734142459924,jcb
4688,468,5357,2023-02-07,98,908.68,0.65,89050.64,57882.916,credit card,224,3582585673969481,diners-club-carte-blanche
4689,92,6447,2023-04-09,68,"9,370.19",0.70,637172.92,446021.044,cash,674,,
4690,186,5475,2023-08-25,29,"4,191.46",0.79,121552.34,96026.3486,credit card,732,201565658171300,diners-club-enroute
4691,594,7376,2023-01-07,17,"6,046.27",,102786.59,102786.59,credit card,773,3569235934551044,diners-club-carte-blanche
4692,702,2241,2023-02-20,77,"2,829.06",0.40,217837.62,87135.048,check,698,,
4693,447,5306,2022-10-14,30,"8,752.62",,262578.6,262578.6,check,506,,
4694,474,8255,2022-02-25,67,"4,954.01",,331918.67,331918.67,credit card,396,3577306628875641,solo
4695,273,3575,2023-11-01,82,"1,803.84",,147914.88,147914.88,credit card,119,6759256290383349134,switch
4696,987,3409,2023-01-15,87,"6,604.07",,574554.09,574554.09,credit card,418,5203936571977056,mastercard
4697,873,7829,2023-01-17,20,"3,772.03",0.81,75440.6,61106.886,credit card,36,4026580174177744,diners-club-carte-blanche
4698,24,6090,2023-06-13,13,"4,320.54",,56167.02,56167.02,cash,21,,
4699,214,9899,2022-12-09,39,"9,142.02",,356538.78,356538.78,credit card,506,3568465572819434,jcb
4700,311,1130,2022-07-12,91,"3,711.32",,337730.12,337730.12,credit card,367,348620882258680,americanexpress
4701,122,5240,2023-06-08,39,"5,935.33",,231477.87,231477.87,credit card,543,3551210177465723,diners-club-carte-blanche
