user_id,first_name,last_name,email,phone_number,address,city,state,postal_code,country,date_of_birth,gender,nationality,job_title,department,salary,hire_date,termination_date,manager_id,employee_status,performance_rating,work_location,employee_type,employee_id,supervisor_id
767,Mora,Crankshaw,mcrankshawla@adobe.com,607-566-9378,322 Graedel Junction,Abreus,,,Cuba,8/1/1953,Female,China,Quality Engineer,Sales,127979.48,11/5/2012,3/24/2002,767,Active,2.4,Branch Office,Contract,767,767
768,Archibaldo,Elwood,aelwoodlb@1688.com,667-998-0630,942 Hooker Pass,Ezeiza,,1804,Argentina,1/8/1990,Male,Tajikistan,Programmer III,Sales,100652.16,11/23/2003,10/19/2009,768,Inactive,2.3,Headquarters,Contract,768,768
769,Devlen,Baiyle,dbaiylelc@dion.ne.jp,227-864-8105,41 Manley Plaza,Sekarjalak,,,Indonesia,9/20/1961,Male,Russia,Electrical Engineer,Human Resources,116514.7,6/12/2022,11/25/2011,769,Inactive,2.0,Branch Office,Contract,769,769
770,Dottie,Phillp,dphillpld@ox.ac.uk,859-418-6114,017 Cherokee Hill,Guchang,,,China,6/24/1988,Female,Japan,Administrative Officer,Business Development,151960.67,9/21/2011,3/6/2013,770,Inactive,3.9,Branch Office,Full-time,770,770
771,Grayce,Mapes,gmapesle@storify.com,620-993-7419,95 Washington Hill,Japeri,,26400-000,Brazil,12/19/1997,Genderqueer,Ukraine,General Manager,Human Resources,81683.45,10/6/2007,10/24/2011,771,Active,4.5,Headquarters,Full-time,771,771
772,Chancey,Janauschek,cjanauscheklf@arstechnica.com,301-157-6333,574 Hollow Ridge Place,Zouma,,,China,11/13/1978,Male,China,Information Systems Manager,Accounting,106191.66,5/8/2018,5/18/2019,772,On Leave,2.6,Branch Office,Full-time,772,772
773,Amandy,Impey,aimpeylg@issuu.com,308-806-4953,762 Hoepker Circle,Pico Truncado,,9015,Argentina,2/1/1988,Female,Portugal,GIS Technical Architect,Training,105179.46,9/3/2017,10/24/2001,773,Inactive,1.1,Branch Office,Full-time,773,773
774,Eberto,Walaron,ewalaronlh@sciencedirect.com,151-934-7391,755 Bartillon Park,Mazańcowice,,43-391,Poland,8/31/1993,Male,Russia,VP Accounting,Support,105998.07,2/28/2015,12/2/2021,774,Inactive,1.2,Headquarters,Full-time,774,774
775,Andras,Dorling,adorlingli@unesco.org,524-168-3607,4603 Melvin Road,Muzidian,,,China,4/13/1996,Male,China,Technical Writer,Sales,156908.17,1/8/2018,10/14/2017,775,Inactive,3.0,Branch Office,Contract,775,775
776,Shelly,Vogeler,svogelerlj@issuu.com,770-734-6190,18500 Prairie Rose Drive,Binalbagan,,4600,Philippines,5/17/1998,Female,Philippines,Cost Accountant,Business Development,69332.91,3/5/2016,12/26/2003,776,Inactive,4.2,Headquarters,Contract,776,776
777,Demetria,Alps,dalpslk@acquirethisname.com,928-464-0417,122 Garrison Circle,Fanyang,,,China,10/5/1969,Female,Ireland,Senior Quality Engineer,Business Development,125431.44,4/18/2020,2/20/2006,777,On Leave,4.5,Headquarters,Contract,777,777
778,Sherry,Dutt,sduttll@wordpress.com,160-220-9659,4497 Arkansas Alley,Cartagena,Murcia,30204,Spain,11/2/1984,Female,Guinea,Sales Associate,Product Management,109914.71,3/22/2019,7/4/2002,778,Active,2.9,Headquarters,Part-time,778,778
779,Griff,Chessil,gchessillm@ft.com,896-172-1008,9 Algoma Center,Östersund,Jämtland,831 37,Sweden,5/17/1967,Male,China,GIS Technical Architect,Product Management,138586.53,1/9/2018,4/27/2006,779,Inactive,2.8,Branch Office,Contract,779,779
780,Claiborne,Macewan,cmacewanln@newyorker.com,848-592-2009,84 Merry Junction,Pyhäjoki,,86101,Finland,7/30/1988,Male,China,Registered Nurse,Product Management,184582.39,7/15/2014,9/30/2014,780,Inactive,4.2,Branch Office,Contract,780,780
781,Willy,Matejovsky,wmatejovskylo@imageshack.us,698-985-7355,34770 Morrow Park,Izumi,,993-0031,Japan,7/16/2003,Female,Canada,Help Desk Technician,Product Management,118625.88,12/24/2016,6/9/2004,781,On Leave,1.5,Headquarters,Part-time,781,781
782,Dorise,Davidesco,ddavidescolp@studiopress.com,588-275-2337,70331 Hoepker Plaza,Kashirskoye,,396350,Russia,5/15/1997,Female,Poland,VP Marketing,Engineering,71573.33,6/9/2008,6/14/2012,782,Inactive,2.2,Remote,Full-time,782,782
783,Dick,Attwool,dattwoollq@addthis.com,243-367-9211,248 Wayridge Plaza,Lutou,,,China,6/9/1979,Genderqueer,Peru,Payment Adjustment Coordinator,Accounting,70843.15,8/5/2012,10/20/2000,783,Active,4.3,Headquarters,Part-time,783,783
784,Elyn,Layus,elayuslr@stumbleupon.com,853-263-0593,7 Forest Dale Alley,Jinggongqiao,,,China,5/23/1993,Female,Cyprus,Recruiter,Services,113074.25,5/31/2007,6/14/2020,784,Inactive,4.0,Remote,Contract,784,784
785,Wilhelmine,Koppen,wkoppenls@woothemes.com,416-363-4161,645 Vera Park,Firenze,Toscana,50136,Italy,7/5/1998,Female,Japan,Food Chemist,Sales,38233.87,3/4/2012,1/31/2009,785,Inactive,2.4,Branch Office,Part-time,785,785
786,Codie,Whiterod,cwhiterodlt@simplemachines.org,856-996-6696,46533 Northland Parkway,Samagaltay,,663716,Russia,10/5/1966,Non-binary,Russia,Physical Therapy Assistant,Training,170890.23,10/2/2010,2/12/2019,786,Inactive,3.0,Remote,Contract,786,786
787,Julio,Duerden,jduerdenlu@woothemes.com,532-686-3662,41722 Fremont Alley,Dapaong,,,Togo,4/26/1970,Male,Argentina,Accounting Assistant IV,Legal,122384.93,9/7/2016,8/28/2009,787,Inactive,2.3,Branch Office,Contract,787,787
788,Roslyn,Risley,rrisleylv@smh.com.au,227-585-2404,3 International Plaza,Shimiaozi,,,China,10/18/1995,Female,Portugal,Help Desk Technician,Legal,166402.81,11/19/2021,4/7/2010,788,Active,1.0,Branch Office,Full-time,788,788
789,Korella,Barrat,kbarratlw@mediafire.com,762-653-5781,245 Corry Street,Benito Juarez,Sonora,84015,Mexico,3/20/1963,Female,Portugal,Legal Assistant,Product Management,108616.03,8/5/2018,1/28/2010,789,On Leave,2.0,Remote,Contract,789,789
790,Byrle,Lago,blagolx@biblegateway.com,689-113-0254,202 Magdeline Hill,Xindu,,,China,11/16/1975,Male,Poland,Senior Sales Associate,Services,44885.72,8/13/2017,6/7/2004,790,On Leave,1.1,Remote,Part-time,790,790
791,Brandais,Levens,blevensly@pen.io,296-297-1111,9989 Grasskamp Court,El Refugio,Durango,35488,Mexico,2/21/1999,Agender,China,VP Sales,Legal,167314.92,11/5/2019,3/2/2011,791,Active,4.5,Remote,Full-time,791,791
792,Babb,De Banke,bdebankelz@example.com,410-956-4644,87 Golf Course Way,Baltimore,Maryland,21275,United States,7/10/1979,Female,Poland,Administrative Assistant IV,Business Development,99127.46,11/14/2011,2/11/2003,792,Active,2.2,Headquarters,Contract,792,792
793,Paulie,Farrand,pfarrandm0@army.mil,438-745-2335,117 Shoshone Junction,Brits,,0277,South Africa,6/18/1997,Female,Russia,Food Chemist,Engineering,92063.79,5/24/2013,6/4/2017,793,Inactive,1.0,Remote,Contract,793,793
794,Mireille,Couchman,mcouchmanm1@unesco.org,398-901-7904,7 Holmberg Drive,Tugu,,,Indonesia,10/4/1954,Female,Myanmar,Cost Accountant,Marketing,135969.76,5/15/2016,8/15/2004,794,Inactive,2.9,Remote,Contract,794,794
795,Rafaelita,Mullane,rmullanem2@fastcompany.com,337-325-5842,2620 Gale Place,Carepa,,057858,Colombia,8/27/1981,Female,Poland,Staff Scientist,Business Development,109869.08,1/30/2009,4/26/2000,795,Inactive,1.1,Headquarters,Contract,795,795
796,Tanny,Whatford,twhatfordm3@ihg.com,891-126-8653,74 Cody Park,Zastávka,,664 84,Czech Republic,7/11/1961,Male,Indonesia,Social Worker,Business Development,190845.99,11/20/2005,6/7/2007,796,Active,3.2,Branch Office,Full-time,796,796
797,Janeczka,Marti,jmartim4@1und1.de,866-653-3230,563 Straubel Place,Vilarinho das Cambas,Braga,4760-743,Portugal,4/9/2003,Genderqueer,Norway,Safety Technician IV,Business Development,55064.19,1/27/2005,7/9/2019,797,Active,2.6,Branch Office,Part-time,797,797
798,Kareem,Spaight,kspaightm5@tiny.cc,688-890-6544,78 Coleman Trail,Prostki,,19-335,Poland,9/7/2003,Male,Peru,Software Engineer III,Marketing,158694.75,11/2/2009,11/4/2003,798,Inactive,4.9,Headquarters,Contract,798,798
799,Sven,Dreier,sdreierm6@google.nl,170-208-8767,8 Dovetail Way,Staryy Cherek,,361327,Russia,12/29/1960,Male,Indonesia,Community Outreach Specialist,Sales,61560.34,12/21/2005,8/6/2017,799,Active,3.4,Headquarters,Part-time,799,799
800,Janka,Olorenshaw,jolorenshawm7@weibo.com,975-959-4227,65155 Katie Trail,Salegading,,,Indonesia,9/28/1972,Female,China,Dental Hygienist,Services,92344.66,7/22/2022,9/20/2011,800,Inactive,1.3,Headquarters,Part-time,800,800
801,Marget,Baalham,mbaalhamm8@indiegogo.com,130-410-7310,22260 Doe Crossing Trail,Ljupina,,35400,Croatia,2/9/1966,Female,Haiti,Safety Technician I,Services,128074.03,6/5/2005,5/30/2003,801,On Leave,2.3,Headquarters,Full-time,801,801
802,Ajay,Burkert,aburkertm9@blogspot.com,660-211-9387,6 Sycamore Alley,Stockholm,Stockholm,111 95,Sweden,1/30/1953,Female,Nicaragua,Technical Writer,Product Management,116692.1,10/27/2011,7/17/2016,802,Active,1.9,Headquarters,Part-time,802,802
803,Tiffi,Mertgen,tmertgenma@google.cn,630-959-6505,2857 Nova Court,Waitenepang,,,Indonesia,1/9/1992,Female,Philippines,Analog Circuit Design manager,Human Resources,153137.57,7/18/2018,4/3/2010,803,Active,4.4,Branch Office,Contract,803,803
804,Janette,Fishbourne,jfishbournemb@booking.com,394-880-6799,16585 Maple Trail,Kungsbacka,Halland,434 95,Sweden,5/27/1960,Female,Nigeria,Mechanical Systems Engineer,Services,108661.04,5/20/2018,7/24/2018,804,Active,3.7,Headquarters,Full-time,804,804
805,Gwenore,Hinksen,ghinksenmc@skype.com,628-455-8937,553 Rieder Court,Skaryszew,,26-640,Poland,1/10/1996,Female,Indonesia,Technical Writer,Business Development,62784.0,10/16/2008,2/18/2005,805,On Leave,2.5,Headquarters,Contract,805,805
806,Dennie,Tillerton,dtillertonmd@ed.gov,889-751-7057,90 Crownhardt Pass,Gusau,,,Nigeria,9/22/1985,Female,Italy,Pharmacist,Research and Development,44603.05,12/19/2003,11/29/2008,806,On Leave,3.2,Branch Office,Part-time,806,806
807,Bret,Stowgill,bstowgillme@cdbaby.com,872-976-5910,643 Mockingbird Point,Ihuari,,,Peru,1/21/1963,Male,Japan,Director of Sales,Legal,41114.46,12/31/2018,12/3/2013,807,Inactive,3.8,Headquarters,Full-time,807,807
808,Izaak,Fussell,ifussellmf@apple.com,311-253-9532,46475 Londonderry Pass,Timpas,,5805,Philippines,1/25/1979,Male,Russia,Actuary,Business Development,28750.35,10/7/2009,3/13/2007,808,On Leave,2.1,Remote,Contract,808,808
809,Godfree,Skillman,gskillmanmg@dailymotion.com,433-312-5484,2 Briar Crest Street,Fuyong,,,China,5/31/1966,Male,Portugal,Civil Engineer,Research and Development,32634.32,11/12/2010,7/7/2013,809,Inactive,1.9,Branch Office,Full-time,809,809
810,Maureene,Sworne,mswornemh@livejournal.com,684-930-2244,4717 Little Fleur Crossing,Virginia,,9484,South Africa,9/23/1953,Bigender,Czech Republic,VP Accounting,Research and Development,135373.27,1/20/2007,4/12/2012,810,On Leave,1.6,Headquarters,Full-time,810,810
811,Toby,Vizard,tvizardmi@so-net.ne.jp,425-715-2476,9 Petterle Trail,Krajan Pocangan,,,Indonesia,12/4/1961,Female,Thailand,Engineer II,Support,21542.66,5/17/2014,5/27/2003,811,Active,4.8,Headquarters,Part-time,811,811
812,Pippo,Gauler,pgaulermj@amazonaws.com,391-622-0797,87772 Toban Park,Churubamba,,,Peru,12/13/1971,Male,Paraguay,Assistant Manager,Marketing,144754.09,1/13/2013,5/26/2018,812,On Leave,2.9,Headquarters,Part-time,812,812
813,Jessica,Talby,jtalbymk@cnet.com,694-388-8720,8260 Huxley Center,Aija,,,Peru,12/2/1986,Female,China,Pharmacist,Marketing,29044.81,6/15/2003,11/13/2001,813,Active,2.9,Headquarters,Part-time,813,813
814,Shelba,Castella,scastellaml@instagram.com,251-964-7792,629 Nobel Way,Berlín,,,Honduras,7/7/1986,Female,Russia,Graphic Designer,Research and Development,33035.07,6/1/2006,3/10/2013,814,Inactive,1.5,Branch Office,Full-time,814,814
815,Holly-anne,Novkovic,hnovkovicmm@cocolog-nifty.com,944-476-2096,8 Mandrake Trail,Krajan Gajahmati,,,Indonesia,2/26/1985,Female,Nigeria,Biostatistician II,Support,73261.44,4/24/2004,7/9/2016,815,On Leave,3.0,Remote,Full-time,815,815
816,Marlyn,Campbell,mcampbellmn@nps.gov,465-135-8209,2 Manley Crossing,Noen Maprang,,65190,Thailand,9/29/1965,Female,China,Recruiting Manager,Human Resources,154889.85,11/18/2017,1/25/2010,816,Active,2.3,Remote,Contract,816,816
817,Alie,O'Flaherty,aoflahertymo@home.pl,387-913-9067,0 Eagle Crest Point,Horní Čermná,,561 56,Czech Republic,10/27/1979,Female,Trinidad and Tobago,Statistician IV,Engineering,129571.64,6/6/2002,5/24/2003,817,Active,4.6,Branch Office,Part-time,817,817
818,Royall,Langsdon,rlangsdonmp@answers.com,390-819-2128,6254 Dapin Road,Tulaghi,,,Solomon Islands,8/22/2002,Male,France,Data Coordinator,Research and Development,47550.23,2/26/2014,10/19/2007,818,Inactive,5.0,Headquarters,Full-time,818,818
819,Hamel,Sulley,hsulleymq@bbc.co.uk,768-240-1782,58120 Acker Junction,Foxton,,4848,New Zealand,4/1/1994,Male,Sweden,Internal Auditor,Business Development,131240.74,10/12/2012,8/20/2017,819,Active,1.8,Branch Office,Part-time,819,819
820,Bastien,Windybank,bwindybankmr@mlb.com,103-671-3593,2 Hallows Junction,Dijon,Bourgogne,21030 CEDEX,France,12/2/1960,Male,Croatia,Software Consultant,Product Management,65967.14,7/14/2008,1/3/2008,820,Inactive,1.3,Headquarters,Part-time,820,820
821,Elroy,Kerby,ekerbyms@sogou.com,708-442-8163,31 Sycamore Plaza,Kąty Wrocławskie,,55-080,Poland,7/2/1971,Male,Bangladesh,Human Resources Manager,Engineering,42211.34,1/28/2009,9/6/2007,821,On Leave,1.8,Branch Office,Full-time,821,821
822,Eadie,Bierton,ebiertonmt@ft.com,722-641-9874,82310 Northport Pass,Puyan,,,China,3/2/1984,Female,Ireland,Account Representative I,Business Development,62499.14,6/5/2005,5/2/2013,822,On Leave,4.5,Headquarters,Part-time,822,822
823,Warde,Kopisch,wkopischmu@phoca.cz,622-929-2832,29 Becker Park,Kiarajangkung,,,Indonesia,3/31/1967,Male,China,Geologist IV,Sales,84633.54,4/23/2021,8/17/2010,823,On Leave,2.6,Remote,Part-time,823,823
824,Clementine,Domeny,cdomenymv@hud.gov,286-405-9553,5134 Monica Plaza,Seia,Guarda,6270-405,Portugal,1/2/1964,Female,Portugal,Software Engineer I,Support,155337.33,2/5/2006,2/5/2017,824,Active,3.5,Branch Office,Contract,824,824
825,Fredek,Attride,fattridemw@marketwatch.com,202-596-9053,8741 Grim Crossing,Hortolândia,,13183-000,Brazil,5/1/1983,Male,China,Executive Secretary,Research and Development,72708.13,11/8/2017,6/10/2012,825,On Leave,2.3,Headquarters,Part-time,825,825
826,Nannette,Iacovuzzi,niacovuzzimx@dmoz.org,665-325-0127,116 Portage Point,Shadrinsk,,641878,Russia,6/8/1974,Female,Argentina,Senior Cost Accountant,Research and Development,164078.08,2/5/2012,1/14/2009,826,Inactive,4.2,Headquarters,Part-time,826,826
827,Caressa,Woodhead,cwoodheadmy@imageshack.us,527-123-6757,5 Summer Ridge Center,Ilihan,,6217,Philippines,4/1/1970,Female,France,Desktop Support Technician,Product Management,111716.63,10/29/2017,8/27/2019,827,Inactive,4.5,Remote,Part-time,827,827
828,Maxi,Norville,mnorvillemz@tmall.com,704-815-8287,19783 Golf View Place,Charlotte,North Carolina,28230,United States,9/1/1963,Polygender,Canada,Compensation Analyst,Marketing,54894.23,10/13/2006,10/11/2000,828,Active,2.0,Remote,Part-time,828,828
829,Irving,O'Cosgra,iocosgran0@github.com,928-546-2486,5025 Twin Pines Trail,Pakemitan,,,Indonesia,12/24/1952,Male,China,GIS Technical Architect,Product Management,133160.91,7/23/2011,7/26/2003,829,On Leave,3.5,Headquarters,Contract,829,829
830,Hew,Winkworth,hwinkworthn1@economist.com,127-472-6294,113 Center Alley,Renhe,,,China,2/6/1963,Male,China,Sales Representative,Marketing,139591.14,11/14/2001,2/1/2014,830,Inactive,1.8,Headquarters,Part-time,830,830
831,Alon,Lassetter,alassettern2@webmd.com,740-566-1104,4256 Linden Park,Gawanan,,,Indonesia,5/6/1975,Male,Venezuela,Occupational Therapist,Human Resources,58961.67,2/20/2009,11/16/2003,831,Active,2.1,Remote,Part-time,831,831
832,Ruby,Mounce,rmouncen3@github.io,495-807-8060,1429 Cordelia Point,Al Buţayḩah,,,Syria,6/3/1986,Male,China,General Manager,Human Resources,25181.38,10/19/2020,6/9/2002,832,Inactive,1.5,Remote,Part-time,832,832
833,Rozella,Giannotti,rgiannottin4@youtube.com,649-656-4793,53230 Bultman Way,Vostryakovo,,141662,Russia,7/12/1977,Female,China,Marketing Manager,Accounting,108391.5,2/4/2020,6/20/2018,833,On Leave,1.5,Branch Office,Contract,833,833
834,Rebecca,Cotton,rcottonn5@epa.gov,729-481-5574,37547 Superior Alley,Bulumulyo,,,Indonesia,2/4/1964,Female,Indonesia,Geologist I,Engineering,58966.74,3/4/2015,6/16/2011,834,Active,1.2,Branch Office,Full-time,834,834
835,Lon,Densun,ldensunn6@icio.us,247-590-9501,0582 Kedzie Crossing,São Lourenço da Mata,,54700-000,Brazil,5/7/2002,Male,Nicaragua,Operator,Human Resources,172035.68,11/9/2005,12/15/2004,835,On Leave,3.0,Headquarters,Full-time,835,835
836,Michell,Overall,moveralln7@nymag.com,211-172-5793,2802 Green Ridge Terrace,Bŭka,,,Uzbekistan,9/20/1976,Genderqueer,Brazil,Pharmacist,Accounting,147603.61,4/3/2000,3/10/2016,836,Active,4.6,Branch Office,Contract,836,836
837,Vita,Bumphrey,vbumphreyn8@intel.com,303-303-1988,065 Dryden Junction,Obrera,Veracruz Llave,96370,Mexico,12/28/1983,Female,China,Librarian,Engineering,146355.27,11/30/2013,12/23/2020,837,Inactive,2.3,Branch Office,Full-time,837,837
838,Joe,Cheverton,jchevertonn9@addtoany.com,813-116-3886,8530 Amoth Way,Changyanbao,,,China,1/20/1972,Male,Vietnam,Design Engineer,Research and Development,70480.93,12/1/2014,5/1/2003,838,Active,3.9,Branch Office,Full-time,838,838
839,Roi,Pycock,rpycockna@uiuc.edu,954-270-9082,6 Summit Parkway,Zhaoxiang,,,China,4/21/1981,Male,Portugal,Recruiting Manager,Support,152021.02,5/22/2006,10/3/2012,839,Active,3.8,Headquarters,Part-time,839,839
840,Arly,Croughan,acroughannb@amazon.co.jp,440-584-6295,44919 Acker Way,Yamoussoukro,,,Ivory Coast,5/19/1961,Female,France,Assistant Manager,Support,27731.72,11/7/2009,9/14/2018,840,Inactive,1.2,Headquarters,Full-time,840,840
841,Suzi,Mackie,smackienc@ucla.edu,452-170-0942,76720 Scott Street,Ébolowa,,,Cameroon,5/27/1952,Female,Cuba,Assistant Manager,Training,59869.24,8/13/2013,7/25/2020,841,On Leave,4.3,Branch Office,Full-time,841,841
842,Duffy,Wherton,dwhertonnd@twitpic.com,552-112-9481,41652 Rusk Terrace,San Isidro,Puebla,74960,Mexico,12/26/1956,Male,Sweden,Human Resources Assistant II,Legal,47471.52,3/24/2000,3/26/2002,842,On Leave,2.0,Headquarters,Contract,842,842
843,Poul,Yandle,pyandlene@google.fr,470-385-1271,28 Judy Plaza,Białaczów,,26-307,Poland,9/14/1971,Male,Poland,Senior Developer,Sales,135938.7,10/10/2002,1/15/2022,843,Active,4.3,Headquarters,Part-time,843,843
844,Aymer,Clowsley,aclowsleynf@umich.edu,412-479-3457,76120 Moland Court,Igoumenítsa,,,Greece,5/12/1956,Agender,Serbia,Geological Engineer,Support,146138.53,12/27/2010,4/24/2014,844,On Leave,4.1,Remote,Part-time,844,844
845,Damon,Malloy,dmalloyng@myspace.com,413-140-5414,8 7th Avenue,Wujiayao,,,China,8/27/1974,Male,Czech Republic,Senior Sales Associate,Sales,72546.09,12/13/2021,1/30/2002,845,Active,1.9,Remote,Full-time,845,845
846,Vale,Curthoys,vcurthoysnh@woothemes.com,887-729-6027,9 Aberg Parkway,Dobre,,88-210,Poland,10/25/1970,Male,Kenya,Financial Advisor,Sales,123725.9,11/14/2006,9/21/2010,846,Active,1.9,Branch Office,Full-time,846,846
847,Abdul,Caddick,acaddickni@state.gov,418-691-0895,11964 Harper Plaza,Słupno,,09-472,Poland,7/7/1972,Male,Netherlands,Safety Technician IV,Support,149338.66,8/15/2017,4/5/2006,847,Active,3.4,Headquarters,Part-time,847,847
848,Christi,Wilcott,cwilcottnj@wix.com,764-577-9181,340 Almo Alley,Khuean Ubonrat,,93180,Thailand,3/29/1970,Female,China,Nurse Practicioner,Sales,155991.45,1/25/2007,12/15/2012,848,Active,1.3,Remote,Full-time,848,848
849,Tine,Adamovitch,tadamovitchnk@engadget.com,808-368-3130,4 Talmadge Plaza,Ust’-Abakan,,163028,Russia,3/30/1955,Agender,Russia,Structural Analysis Engineer,Training,46005.94,11/13/2020,5/28/2009,849,Inactive,3.4,Remote,Part-time,849,849
850,Carley,Simonnet,csimonnetnl@wordpress.org,562-131-9701,28 Transport Point,Zhaogezhuang,,,China,4/21/1973,Female,Brazil,Computer Systems Analyst III,Support,151544.1,7/27/2001,12/16/2020,850,Inactive,1.5,Branch Office,Contract,850,850
851,Rollin,Sucre,rsucrenm@cocolog-nifty.com,830-702-8487,3 Barnett Parkway,Anjirmuara,,,Indonesia,4/19/1977,Male,China,Chief Design Engineer,Marketing,65996.08,12/2/2000,4/6/2003,851,Inactive,2.2,Headquarters,Contract,851,851
852,Darell,Pirie,dpirienn@whitehouse.gov,799-508-2562,71935 Elka Hill,Tanjungsari Barat,,,Indonesia,11/23/2002,Female,China,Structural Analysis Engineer,Support,41487.47,10/21/2001,8/28/2007,852,Active,1.7,Branch Office,Part-time,852,852
853,York,Van Arsdalen,yvanarsdalenno@bloglovin.com,343-174-6959,993 Carpenter Trail,Fuzhou,,,China,2/10/1969,Male,China,Media Manager III,Training,81319.14,2/5/2013,4/9/2015,853,Active,2.2,Remote,Full-time,853,853
854,Gorden,Lockhart,glockhartnp@economist.com,549-206-9069,403 Gateway Junction,Nantai,,,China,5/11/1951,Bigender,China,Clinical Specialist,Product Management,51704.8,7/23/2014,4/8/2000,854,Active,1.5,Headquarters,Contract,854,854
855,Analiese,Baccup,abaccupnq@wikimedia.org,622-667-4053,9 Hintze Road,Stockholm,Stockholm,113 28,Sweden,11/28/1978,Female,Madagascar,Design Engineer,Research and Development,148877.15,11/26/2011,1/20/2017,855,On Leave,2.5,Headquarters,Contract,855,855
856,Richard,Brenton,rbrentonnr@netvibes.com,185-817-0231,1132 Acker Circle,San Celestio,,4224,Philippines,4/27/1997,Male,Indonesia,Account Executive,Marketing,181819.91,8/30/2000,7/4/2005,856,Active,4.9,Branch Office,Contract,856,856
857,Prescott,Malser,pmalserns@mapquest.com,335-836-9249,86 Thackeray Hill,Torbat-e Jām,,,Iran,1/19/1994,Male,Philippines,Software Consultant,Business Development,100178.5,12/5/2015,9/12/2002,857,Inactive,1.5,Remote,Part-time,857,857
858,Katey,Shorter,kshorternt@google.ca,182-979-3835,15448 Ruskin Pass,Yishi,,,China,7/28/1972,Female,Azerbaijan,Speech Pathologist,Legal,65367.79,3/12/2010,3/8/2012,858,On Leave,3.9,Branch Office,Full-time,858,858
859,Standford,Riccardelli,sriccardellinu@desdev.cn,583-538-3764,527 Trailsway Trail,Cojutepeque,,,El Salvador,4/26/1997,Male,Sudan,Senior Developer,Training,41695.54,11/15/2007,10/12/2003,859,Inactive,1.6,Branch Office,Full-time,859,859
860,Lucho,Handforth,lhandforthnv@about.me,859-415-1824,921 Clyde Gallagher Pass,Helsingborg,Skåne,252 20,Sweden,10/5/1980,Male,Brazil,Editor,Human Resources,156082.88,6/11/2021,12/29/2009,860,On Leave,3.6,Headquarters,Full-time,860,860
861,Simonette,Souster,ssousternw@livejournal.com,132-174-7401,31 Bay Street,Pazarić,,,Bosnia and Herzegovina,5/3/1950,Agender,Poland,Engineer I,Product Management,102433.47,1/13/2005,9/18/2006,861,Active,2.0,Remote,Contract,861,861
862,Jaime,Rivallant,jrivallantnx@lulu.com,595-271-1988,7 Coolidge Plaza,Poshnje,,,Albania,12/17/2001,Female,Philippines,Recruiting Manager,Legal,127301.92,7/3/2011,10/1/2004,862,On Leave,4.9,Remote,Full-time,862,862
863,Javier,Oldman,joldmanny@fc2.com,178-865-8699,270 Mcguire Center,Stari Kuty,,,Ukraine,6/12/1959,Male,Indonesia,Human Resources Assistant II,Legal,145417.97,7/30/2018,6/17/2022,863,On Leave,3.6,Branch Office,Full-time,863,863
864,Faustine,Gainsbury,fgainsburynz@wordpress.org,497-350-8626,80 Blackbird Road,Daduo,,,China,12/6/2000,Female,Japan,Marketing Assistant,Engineering,40990.43,3/14/2001,1/23/2017,864,Active,1.8,Remote,Part-time,864,864
865,Royall,Corbridge,rcorbridgeo0@archive.org,589-440-0806,655 Springs Place,Ariguaní,,273017,Colombia,7/22/1987,Male,Argentina,Project Manager,Human Resources,128087.72,1/11/2007,1/5/2010,865,Inactive,4.1,Branch Office,Full-time,865,865
866,Tessa,Oxshott,toxshotto1@parallels.com,792-792-6362,952 Clemons Court,Lawdar,,,Yemen,4/15/1966,Female,Finland,Nurse Practicioner,Accounting,32695.72,1/20/2022,4/23/2005,866,Active,3.9,Remote,Full-time,866,866
867,Arthur,Klimentov,aklimentovo2@msu.edu,830-835-5724,6482 Arapahoe Lane,Anningqu,,,China,8/2/1991,Male,Russia,Senior Editor,Legal,164922.02,7/13/2019,7/23/2005,867,Inactive,2.6,Remote,Contract,867,867
868,Delia,Tather,dtathero3@ebay.com,438-424-5906,0 Leroy Circle,Batasan,,9401,Philippines,11/15/1968,Female,Indonesia,Senior Sales Associate,Engineering,27291.11,4/20/2004,10/24/2000,868,On Leave,3.0,Headquarters,Full-time,868,868
869,Daveta,Maskrey,dmaskreyo4@salon.com,213-330-4608,36507 Roth Drive,Hotsk,,,Belarus,6/23/1957,Female,Albania,Statistician III,Human Resources,64069.39,10/2/2019,7/14/2020,869,Active,1.9,Headquarters,Part-time,869,869
870,Cammi,Klauber,cklaubero5@unc.edu,303-408-9775,44 Judy Road,Littleton,Colorado,80126,United States,5/17/1971,Genderfluid,Greece,Health Coach I,Support,192557.06,9/30/2017,7/30/2022,870,On Leave,4.4,Headquarters,Part-time,870,870
871,Kirsteni,Spring,kspringo6@techcrunch.com,337-660-7212,377 Quincy Place,Kobleve,,,Ukraine,11/17/1966,Female,Vietnam,Graphic Designer,Legal,56124.21,4/22/2022,3/1/2017,871,Active,4.4,Remote,Part-time,871,871
872,Peirce,Whaley,pwhaleyo7@newyorker.com,469-788-0561,7 Northfield Point,Warwick,Québec,G6R,Canada,6/29/1986,Male,Colombia,Registered Nurse,Training,55955.84,7/14/2020,3/19/2001,872,Active,3.9,Headquarters,Contract,872,872
873,Fiorenze,Greader,fgreadero8@google.fr,795-948-4941,3 Fremont Center,Juancheng,,,China,11/23/1996,Female,China,Web Designer I,Support,196141.03,7/21/2014,12/3/2000,873,On Leave,4.2,Headquarters,Part-time,873,873
